,ymd,hour,data_source,sum(total_bytes)
43706,2017-06-09,4,anaconda,165148446834
43707,2019-03-19,2,bioconda,12233386
43708,2018-08-04,7,anaconda,409844571454
43709,2018-02-24,22,anaconda,372576921474
43710,2017-09-10,15,bioconda,3029890
43711,2018-12-24,14,anaconda,704774676384
43712,2017-05-12,0,conda-forge,83284275
43713,2019-06-21,7,pyviz,76815
43714,2017-07-15,20,conda-forge,56845283
43715,2018-10-17,1,conda-forge,225622643
43716,2019-06-16,20,anaconda,901796659687
43717,2018-02-14,10,bioconda,7187120
43718,2017-02-20,21,anaconda,446288870765
43719,2017-07-13,5,conda-forge,45546632
43720,2019-06-02,15,conda-forge,95742287943
43721,2017-08-30,19,anaconda,469905446878
43722,2017-08-22,7,bioconda,5592046
43723,2019-02-24,21,pyviz,177652
43724,2018-02-15,15,pyviz,76224
43725,2019-06-11,18,pyviz,322574
43726,2017-08-21,14,conda-forge,111848448
43727,2019-04-03,13,pyviz,425828
43728,2019-02-13,13,conda-forge,228110048461
43729,2019-05-17,2,conda-forge,305273974882
43730,2017-05-18,20,conda-forge,84483021
43731,2018-02-22,10,anaconda,901671605721
43732,2017-07-06,21,bioconda,2731447
43733,2017-04-23,6,anaconda,157782478374
43734,2017-08-01,6,bioconda,1216309
43735,2018-06-16,1,bioconda,2241558
43736,2018-08-05,13,anaconda,315150733231
43737,2019-08-17,22,bioconda,12699328691
43738,2018-05-16,5,anaconda,373496150972
43739,2016-10-30,4,anaconda,49962985163
43740,2018-11-13,20,pyviz,867239
43741,2017-03-31,8,bioconda,3378615
43742,2019-05-27,5,pyviz,23256
43743,2018-07-17,3,anaconda,581303899630
43744,2018-12-08,15,pyviz,105969
43745,2018-07-12,9,anaconda,777937282738
43746,2018-12-07,4,anaconda,690430140860
43747,2019-02-15,10,anaconda,1120649696297
43748,2018-05-22,4,pyviz,64228
43749,2018-07-17,2,anaconda,521453793769
43750,2018-02-26,12,anaconda,698551271861
43751,2019-07-02,17,pyviz,342565
43752,2019-06-24,13,anaconda,1549886219334
43753,2018-01-02,1,bioconda,1313784
43754,2019-06-25,13,conda-forge,456607710775
43755,2019-04-08,7,conda-forge,205051306231
43756,2018-08-25,17,bioconda,2202545
43757,2019-04-17,18,pyviz,109935
43758,2019-02-22,0,anaconda,1145846145914
43759,2019-01-09,17,pyviz,178763
43760,2019-07-19,21,bioconda,7792693790
43761,2017-09-29,8,anaconda,486496369729
43762,2017-12-10,6,conda-forge,23577573
43763,2019-02-25,21,bioconda,12583718
43764,2018-12-17,22,conda-forge,226657301710
43765,2018-11-17,18,pyviz,378111
43766,2019-01-23,1,bioconda,78221294
43767,2019-01-10,3,pyviz,128022
43768,2019-01-31,0,anaconda,1187631711698
43769,2019-01-01,0,pyviz,41055
43770,2018-08-08,11,bioconda,7752454
43771,2019-02-21,16,bioconda,17146492
43772,2019-02-25,19,anaconda,1301203686088
43773,2018-10-20,12,anaconda,469471612092
43774,2017-06-09,12,anaconda,268039242253
43775,2017-05-22,1,conda-forge,23798308
43776,2018-09-10,10,bioconda,6702089
43777,2018-10-25,14,conda-forge,424551463
43778,2019-06-10,18,anaconda,1804198572609
43779,2019-02-19,22,bioconda,15492514
43780,2017-06-04,22,conda-forge,21892763
43781,2019-09-01,1,anaconda,398763435694
43782,2016-11-27,14,anaconda,53551292546
43783,2018-07-09,12,conda-forge,217204301
43784,2018-04-03,12,bioconda,6792693
43785,2017-09-25,10,conda-forge,96200232
43786,2018-05-03,12,conda-forge,190822343
43787,2018-07-19,22,conda-forge,222325594
43788,2018-11-04,17,pyviz,286807
43789,2017-07-27,15,conda-forge,133452050
43790,2017-06-19,22,bioconda,2858220
43791,2019-04-06,14,bioconda,2801884
43792,2017-12-28,8,bioconda,3588749
43793,2018-08-06,8,pyviz,51667
43794,2019-06-08,20,anaconda,750401182587
43795,2018-08-23,2,anaconda,732460327013
43796,2019-01-01,13,bioconda,2774830
43797,2019-01-08,18,conda-forge,203959573367
43798,2019-03-16,9,pyviz,288651
43799,2017-06-24,3,anaconda,138998981720
43800,2018-01-19,21,conda-forge,185565054
43801,2017-02-13,4,anaconda,144200925418
43802,2017-05-27,4,conda-forge,25531028
43803,2019-04-15,10,bioconda,10632042
43804,2018-07-07,0,conda-forge,178489942
43805,2017-07-03,12,conda-forge,67299523
43806,2019-02-27,0,pyviz,14127
43807,2018-01-20,12,anaconda,236574539673
43808,2018-08-05,11,pyviz,524834
43809,2019-08-24,8,anaconda,770774355705
43810,2017-04-12,13,bioconda,4494462
43811,2017-10-23,4,anaconda,196550414448
43812,2018-07-04,19,anaconda,440574144381
43813,2018-08-03,15,conda-forge,250243838
43814,2018-01-13,17,bioconda,478078
43815,2017-07-06,15,anaconda,395809366328
43816,2018-07-10,12,anaconda,610116309191
43817,2017-07-01,5,bioconda,739509
43818,2017-06-01,10,conda-forge,43004748
43819,2017-08-08,12,conda-forge,92954652
43820,2018-03-18,10,bioconda,2057842
43821,2017-05-23,1,conda-forge,50757400
43822,2018-06-17,11,anaconda,313371402871
43823,2016-12-31,12,anaconda,60542714432
43824,2019-07-26,23,bioconda,3074976247
43825,2018-05-17,22,bioconda,8169094
43826,2019-01-22,4,bioconda,4394333
43827,2019-07-25,16,anaconda,1089047643434
43828,2019-05-27,4,anaconda,902977650312
43829,2018-09-11,0,bioconda,4383906
43830,2018-04-28,11,conda-forge,51716391
43831,2017-03-31,4,conda-forge,29735944
43832,2018-03-09,13,anaconda,405781938158
43833,2017-04-26,3,conda-forge,37732590
43834,2017-08-23,21,bioconda,6440893
43835,2019-05-26,19,bioconda,5108789378
43836,2017-08-13,5,bioconda,484050
43837,2019-06-19,17,conda-forge,387126312386
43838,2017-02-02,3,anaconda,146166663224
43839,2019-06-25,23,conda-forge,255414047481
43840,2017-12-04,16,anaconda,475023254196
43841,2017-11-09,17,bioconda,7709858
43842,2019-05-25,12,pyviz,30049
43843,2017-05-18,7,anaconda,239500476053
43844,2018-10-26,7,conda-forge,303162079
43845,2019-04-28,0,bioconda,57951269
43846,2019-06-23,18,conda-forge,126222653180
43847,2017-09-05,16,conda-forge,151461819
43848,2017-07-26,14,anaconda,425058289730
43849,2017-10-14,20,conda-forge,74140062
43850,2018-04-11,1,conda-forge,99342205
43851,2019-08-30,11,anaconda,947866006974
43852,2018-04-29,7,bioconda,1980541
43853,2018-05-20,21,bioconda,788217
43854,2018-10-20,3,bioconda,3412815
43855,2018-03-11,22,conda-forge,100193003
43856,2019-07-10,21,bioconda,5953375249
43857,2017-09-18,16,conda-forge,117962176
43858,2017-04-26,0,conda-forge,46820979
43859,2018-08-11,11,pyviz,476717
43860,2019-05-21,22,bioconda,4020012916
43861,2017-10-05,6,anaconda,300170546402
43862,2019-01-30,23,anaconda,300635146149
43863,2019-07-08,1,conda-forge,106573686163
43864,2017-05-25,21,anaconda,384117583353
43865,2018-09-16,4,pyviz,9170
43866,2018-06-13,2,conda-forge,109595233
43867,2019-05-12,21,bioconda,4462779818
43868,2019-06-18,19,conda-forge,370994556734
43869,2017-08-26,19,conda-forge,76783470
43870,2018-01-03,13,anaconda,678717937582
43871,2017-05-15,10,conda-forge,80020492
43872,2019-02-20,22,anaconda,2349555080365
43873,2019-02-09,9,conda-forge,81590002474
43874,2018-09-18,6,pyviz,84507
43875,2018-07-30,15,anaconda,727838190013
43876,2019-05-31,12,bioconda,9448946524
43877,2018-05-07,18,bioconda,6577342
43878,2019-06-17,8,anaconda,1853830173773
43879,2019-06-27,14,pyviz,922415
43880,2019-08-18,17,conda-forge,118337512802
43881,2017-09-10,16,anaconda,165324757910
43882,2017-07-11,12,bioconda,3516119
43883,2017-08-04,4,bioconda,576340
43884,2019-06-25,4,anaconda,1477934438630
43885,2018-07-04,14,bioconda,6440899
43886,2019-06-20,11,conda-forge,194065772499
43887,2019-04-16,18,anaconda,1705617959077
43888,2019-06-26,11,bioconda,6936597693
43889,2018-10-20,13,bioconda,3392138
43890,2017-11-04,13,anaconda,174058152803
43891,2017-04-23,7,conda-forge,10389970
43892,2017-10-04,7,conda-forge,61165962
43893,2017-12-24,4,bioconda,594521
43894,2019-04-25,20,pyviz,254005
43895,2017-09-03,11,bioconda,1276547
43896,2017-08-17,19,conda-forge,103468494
43897,2018-07-23,8,conda-forge,156534236
43898,2018-12-16,16,bioconda,3109038
43899,2019-06-20,5,pyviz,225214
43900,2018-03-02,14,anaconda,576331616578
43901,2017-08-01,14,conda-forge,93074215
43902,2019-04-15,7,conda-forge,196818426199
43903,2017-07-10,13,conda-forge,83062792
43904,2017-11-25,19,bioconda,451856
43905,2017-03-20,22,anaconda,215313356322
43906,2019-02-22,6,bioconda,9878284
43907,2019-07-17,20,bioconda,13464528090
43908,2017-01-03,14,anaconda,130778188895
43909,2018-05-12,6,bioconda,1511832
43910,2019-07-30,0,pyviz,52758
43911,2017-04-07,9,bioconda,1741266
43912,2018-07-29,3,conda-forge,166948628
43913,2018-03-24,16,conda-forge,47206546
43914,2019-08-14,5,bioconda,6265700881
43915,2019-03-29,1,anaconda,1352750530574
43916,2017-04-12,12,anaconda,318318495009
43917,2017-05-31,21,anaconda,333833936429
43918,2018-05-27,5,conda-forge,73605032
43919,2017-06-07,7,bioconda,5845735
43920,2019-04-06,14,pyviz,232586
43921,2018-08-06,5,conda-forge,191756252
43922,2019-05-22,21,bioconda,17564171570
43923,2019-01-21,10,conda-forge,221640887145
43924,2017-08-24,19,conda-forge,104582932
43925,2017-02-23,1,anaconda,174847558965
43926,2018-12-12,0,pyviz,18562
43927,2018-11-20,15,conda-forge,1501864
43928,2019-04-30,22,pyviz,76695
43929,2017-11-03,5,anaconda,258112353057
43930,2018-06-20,10,pyviz,4665
43931,2019-03-07,8,conda-forge,376336637016
43932,2019-07-23,15,pyviz,592117
43933,2019-02-24,19,pyviz,51531
43934,2017-06-25,20,conda-forge,28579159
43935,2017-07-31,7,bioconda,1990898
43936,2018-06-01,13,conda-forge,205734342
43937,2019-08-27,7,conda-forge,231001833540
43938,2017-07-03,9,anaconda,266469836375
43939,2019-02-09,16,bioconda,4892463
43940,2018-04-15,22,conda-forge,70107163
43941,2018-03-12,1,bioconda,2312761
43942,2016-11-01,17,anaconda,210889953508
43943,2016-11-07,13,anaconda,163166078701
43944,2018-11-14,9,bioconda,14024111
43945,2019-08-01,2,anaconda,1711846985634
43946,2018-10-04,12,pyviz,593229
43947,2018-09-13,1,anaconda,644975180031
43948,2018-12-31,0,bioconda,88878333
43949,2019-01-14,4,bioconda,6097023
43950,2018-12-16,6,anaconda,504221179950
43951,2017-11-18,5,conda-forge,55671649
43952,2018-10-12,17,pyviz,1364214
43953,2019-02-08,3,bioconda,10464471
43954,2019-04-17,10,anaconda,1562209162750
43955,2017-08-18,16,bioconda,7502265
43956,2019-06-21,22,bioconda,3615956088
43957,2019-07-08,11,conda-forge,283542134163
43958,2019-04-22,12,pyviz,78321
43959,2017-09-03,8,conda-forge,38964041
43960,2019-04-22,10,conda-forge,99634185452
43961,2018-10-21,1,anaconda,346863813448
43962,2018-07-11,3,pyviz,73374
43963,2017-08-24,1,conda-forge,54953128
43964,2019-02-03,15,conda-forge,110942269648
43965,2018-12-25,12,bioconda,5188725
43966,2018-09-27,17,bioconda,11252554
43967,2016-12-06,11,anaconda,124040370611
43968,2017-08-27,9,conda-forge,31747640
43969,2019-08-19,23,bioconda,8112485290
43970,2018-05-05,0,conda-forge,89975564
43971,2018-12-17,0,bioconda,91487565
43972,2017-02-12,17,anaconda,139517003362
43973,2019-06-03,11,conda-forge,205218961449
43974,2016-12-16,22,anaconda,126570133934
43975,2018-01-14,4,anaconda,166631763920
43976,2018-01-30,1,anaconda,384148580371
43977,2019-01-27,8,bioconda,2145742
43978,2018-12-20,0,anaconda,1054155043392
43979,2019-08-08,8,conda-forge,287858041615
43980,2019-03-19,19,pyviz,524832
43981,2017-12-03,3,anaconda,158241034906
43982,2018-12-12,5,bioconda,5951345
43983,2018-07-02,12,bioconda,7083440
43984,2019-04-16,11,anaconda,1268434369356
43985,2019-02-05,12,conda-forge,172265084243
43986,2018-03-28,17,conda-forge,196089262
43987,2019-03-21,20,bioconda,7459597
43988,2018-04-26,2,bioconda,3803921
43989,2017-05-27,1,bioconda,4911640
43990,2018-07-26,17,anaconda,746172494625
43991,2018-07-06,4,pyviz,32844
43992,2019-02-09,3,pyviz,77883
43993,2017-08-01,21,anaconda,393000514109
43994,2019-03-19,9,pyviz,4689
43995,2018-06-06,4,anaconda,372996581915
43996,2017-07-30,21,conda-forge,44664511
43997,2019-07-18,3,conda-forge,173736749420
43998,2019-03-10,7,pyviz,384400
43999,2019-08-08,4,pyviz,5863
44000,2018-09-06,12,anaconda,721632771327
44001,2018-10-14,15,bioconda,4550213
44002,2018-07-05,7,anaconda,605776619441
44003,2018-05-25,19,conda-forge,185024401
44004,2018-09-25,2,bioconda,4570533
44005,2017-01-07,23,anaconda,77335943275
44006,2017-05-10,3,bioconda,2221545
44007,2018-03-16,8,conda-forge,107901754
44008,2018-05-19,15,anaconda,328700217119
44009,2019-02-14,16,bioconda,18201240
44010,2019-03-13,20,bioconda,15059780
44011,2018-04-23,19,pyviz,123449
44012,2017-05-08,0,bioconda,96117
44013,2019-07-15,9,bioconda,9252034994
44014,2017-09-12,10,bioconda,8919824
44015,2017-12-23,1,anaconda,333119076511
44016,2017-04-02,16,conda-forge,29377765
44017,2017-10-09,10,conda-forge,77306730
44018,2019-02-22,6,anaconda,1294951784295
44019,2018-03-14,23,anaconda,423611113255
44020,2017-05-01,18,bioconda,3830198
44021,2018-06-27,17,conda-forge,238695778
44022,2019-02-07,4,anaconda,1118590950615
44023,2018-12-19,12,conda-forge,195775263573
44024,2019-05-11,16,conda-forge,106520363968
44025,2018-09-12,3,anaconda,1029607814745
44026,2018-06-28,10,anaconda,583220887334
44027,2018-04-25,16,anaconda,674231304918
44028,2019-05-29,2,bioconda,3625370048
44029,2017-08-12,15,bioconda,1070190
44030,2018-11-26,9,anaconda,1169468712686
44031,2019-02-23,19,pyviz,77701
44032,2017-08-31,6,anaconda,228858321322
44033,2018-01-21,11,bioconda,1196336
44034,2018-05-20,21,pyviz,112176
44035,2019-08-05,8,conda-forge,247618538143
44036,2018-06-26,22,anaconda,600817760144
44037,2018-05-08,10,anaconda,549867176274
44038,2017-09-04,23,anaconda,174074550797
44039,2018-12-01,11,conda-forge,121914742256
44040,2019-02-25,16,bioconda,16631110
44041,2019-04-21,16,anaconda,574720358911
44042,2019-01-21,19,pyviz,155332
44043,2018-11-07,0,conda-forge,326857081
44044,2017-11-07,11,conda-forge,126884777
44045,2018-02-01,18,bioconda,6043242
44046,2018-07-20,4,conda-forge,174759549
44047,2018-04-18,0,bioconda,5214853
44048,2019-07-30,8,anaconda,1298393911329
44049,2017-07-05,16,bioconda,2491649
44050,2017-07-31,22,conda-forge,100435509
44051,2018-03-17,8,anaconda,251583301980
44052,2016-11-18,13,anaconda,126852537528
44053,2018-09-05,17,bioconda,10770251
44054,2019-05-03,9,bioconda,12427422553
44055,2019-08-14,2,bioconda,5891280096
44056,2017-10-21,12,conda-forge,31174739
44057,2018-09-16,1,bioconda,2519469
44058,2018-11-20,9,conda-forge,341464855
44059,2019-01-15,23,pyviz,37364
44060,2019-04-18,18,conda-forge,224084555132
44061,2018-12-05,13,bioconda,11229953
44062,2018-02-06,21,anaconda,589893136477
44063,2018-01-06,23,conda-forge,48295803
44064,2019-05-07,1,anaconda,1422453144097
44065,2019-07-10,11,bioconda,8938288208
44066,2019-08-15,18,bioconda,5131677179
44067,2018-05-01,16,conda-forge,203943531
44068,2018-03-12,12,conda-forge,378160696
44069,2019-06-03,11,anaconda,1128913296483
44070,2019-05-28,13,anaconda,1331403851433
44071,2018-10-13,2,conda-forge,203739167
44072,2017-05-15,14,conda-forge,78917891
44073,2019-03-20,19,conda-forge,320639831168
44074,2018-03-29,12,conda-forge,130441366
44075,2018-11-22,5,pyviz,88755
44076,2017-10-29,12,anaconda,173758096886
44077,2018-07-20,16,conda-forge,265124255
44078,2018-06-19,19,bioconda,5491895
44079,2018-12-17,1,pyviz,295902
44080,2017-11-18,4,conda-forge,48357506
44081,2019-02-16,17,anaconda,637918241194
44082,2018-04-14,10,conda-forge,114726704
44083,2018-02-02,10,anaconda,755006082401
44084,2019-03-11,17,conda-forge,294713641959
44085,2017-12-14,6,bioconda,3804100
44086,2019-04-28,13,conda-forge,98215160369
44087,2019-04-01,3,pyviz,168648
44088,2017-11-24,4,conda-forge,27171469
44089,2018-01-22,14,conda-forge,158375351
44090,2017-05-29,2,anaconda,192407511672
44091,2019-07-27,10,anaconda,649996723105
44092,2018-10-15,13,bioconda,8740568
44093,2019-08-31,9,conda-forge,98223434639
44094,2019-03-06,4,pyviz,211356
44095,2019-06-15,21,anaconda,952832187080
44096,2017-10-27,10,bioconda,3861379
44097,2017-06-25,10,conda-forge,27424633
44098,2017-08-03,10,anaconda,337675596101
44099,2017-11-06,6,bioconda,1907687
44100,2019-05-20,14,bioconda,13781435377
44101,2018-11-16,14,bioconda,9714103
44102,2018-07-20,14,pyviz,114251
44103,2019-08-31,12,anaconda,571254267016
44104,2019-04-30,10,bioconda,10258703630
44105,2018-12-21,21,pyviz,4591
44106,2019-03-26,9,bioconda,25988344
44107,2017-10-10,7,conda-forge,68914454
44108,2017-08-14,12,conda-forge,80013561
44109,2018-11-17,21,anaconda,398537158628
44110,2018-04-28,5,conda-forge,51981079
44111,2019-05-05,17,conda-forge,368303537370
44112,2019-02-06,12,pyviz,389519
44113,2019-09-01,6,pyviz,35553
44114,2017-12-18,23,anaconda,368729204579
44115,2019-07-17,12,conda-forge,316488203182
44116,2019-06-08,10,conda-forge,98918875103
44117,2017-10-14,3,conda-forge,26524033
44118,2018-10-01,11,bioconda,8221960
44119,2017-05-19,23,bioconda,4858746
44120,2019-06-12,13,conda-forge,277257933496
44121,2017-07-15,12,anaconda,175404891069
44122,2019-01-16,18,bioconda,9199850
44123,2018-06-22,20,pyviz,32047
44124,2018-08-25,8,bioconda,3671715
44125,2019-05-24,13,conda-forge,283613719365
44126,2017-07-02,10,bioconda,358934
44127,2019-02-11,14,conda-forge,221197625875
44128,2017-04-18,17,bioconda,3909213
44129,2018-06-24,16,bioconda,2190239
44130,2018-06-26,21,conda-forge,216694519
44131,2018-07-01,1,anaconda,300080378729
44132,2019-04-26,12,pyviz,208498
44133,2018-01-24,23,anaconda,567506601793
44134,2019-04-09,15,bioconda,29058885
44135,2019-08-06,1,anaconda,1510279931045
44136,2016-11-22,22,anaconda,140594231672
44137,2018-01-13,6,bioconda,930259
44138,2019-01-12,17,pyviz,37206
44139,2019-02-10,22,bioconda,3465553
44140,2018-01-05,9,bioconda,3290369
44141,2019-03-30,3,conda-forge,212149343234
44142,2017-12-26,14,anaconda,181274165358
44143,2019-06-06,6,bioconda,7711590222
44144,2017-09-21,3,anaconda,200610699986
44145,2019-03-08,20,bioconda,23050846
44146,2018-09-03,14,anaconda,712126854191
44147,2019-03-02,14,anaconda,614090163413
44148,2018-05-20,16,conda-forge,67135504
44149,2019-03-08,6,anaconda,1118495574375
44150,2018-05-23,11,anaconda,587180465556
44151,2016-12-30,8,anaconda,81433701740
44152,2017-06-05,16,bioconda,4344446
44153,2018-09-12,7,conda-forge,264984364
44154,2019-04-29,7,anaconda,1169293327759
44155,2018-07-14,19,anaconda,334991963831
44156,2017-10-03,9,bioconda,1814574
44157,2019-05-25,7,bioconda,2216739771
44158,2018-06-06,14,conda-forge,254164042
44159,2017-10-14,21,conda-forge,46351134
44160,2018-05-22,15,anaconda,774366162928
44161,2018-06-30,3,bioconda,6925289
44162,2017-03-08,2,anaconda,191051360134
44163,2017-07-31,2,bioconda,707677
44164,2018-10-22,6,conda-forge,262440689
44165,2017-09-01,10,anaconda,292282448912
44166,2017-08-07,16,bioconda,2707906
44167,2018-04-21,2,conda-forge,71820004
44168,2018-06-15,5,bioconda,5112227
44169,2017-06-06,6,bioconda,714417
44170,2019-05-03,2,bioconda,4194297525
44171,2018-07-10,7,anaconda,621953840668
44172,2017-12-14,22,bioconda,7046223
44173,2019-05-17,14,anaconda,1272574649481
44174,2018-03-15,2,anaconda,375046554416
44175,2018-07-10,0,pyviz,594948
44176,2019-05-28,3,conda-forge,144523444659
44177,2019-07-25,0,bioconda,5916651748
44178,2017-11-03,13,bioconda,11463325
44179,2017-10-31,17,anaconda,472322961303
44180,2019-02-04,22,anaconda,1254893856945
44181,2018-04-26,3,bioconda,2961519
44182,2018-07-09,17,pyviz,55816
44183,2017-02-20,5,anaconda,140445522906
44184,2017-06-02,22,anaconda,203152231241
44185,2019-01-02,23,conda-forge,125408543082
44186,2019-02-14,20,anaconda,1278621249873
44187,2018-12-07,1,anaconda,911279594033
44188,2019-04-21,17,bioconda,4175865
44189,2016-11-08,16,anaconda,230181927979
44190,2017-06-14,8,bioconda,4545062
44191,2019-05-03,15,anaconda,1663297499016
44192,2019-08-28,13,bioconda,7180748423
44193,2019-06-30,10,conda-forge,83462484294
44194,2018-12-06,16,conda-forge,307682582761
44195,2018-08-05,12,bioconda,4553132
44196,2018-03-07,5,bioconda,2661770
44197,2017-08-06,17,anaconda,128948641717
44198,2018-01-25,12,bioconda,3073290
44199,2018-07-06,2,anaconda,444182025254
44200,2018-05-18,22,anaconda,509177759206
44201,2019-07-03,18,anaconda,1539524262658
44202,2019-03-05,3,bioconda,9190688
44203,2018-08-10,10,bioconda,10233383
44204,2018-09-16,5,conda-forge,192109931
44205,2018-02-20,3,bioconda,1540240
44206,2018-12-03,16,anaconda,1053575059294
44207,2018-07-05,14,anaconda,694966835074
44208,2017-05-28,15,conda-forge,32320167
44209,2019-01-15,11,anaconda,917041670677
44210,2017-04-12,21,conda-forge,42596689
44211,2018-05-04,17,bioconda,7833899
44212,2019-01-01,9,anaconda,454765180086
44213,2018-11-13,3,pyviz,18726
44214,2018-06-03,13,conda-forge,71027416
44215,2019-01-20,7,pyviz,91532
44216,2017-07-24,6,anaconda,252775694591
44217,2017-06-04,5,bioconda,618873
44218,2019-06-28,2,pyviz,215053
44219,2018-06-09,2,bioconda,3569828
44220,2017-05-25,12,conda-forge,43892377
44221,2018-10-07,2,pyviz,105663
44222,2018-07-16,18,pyviz,41961
44223,2017-03-05,3,anaconda,157057646276
44224,2019-08-05,11,pyviz,1216869
44225,2019-01-10,16,bioconda,8778581
44226,2019-06-27,11,conda-forge,242813835949
44227,2018-02-19,13,anaconda,376628521891
44228,2019-06-05,21,pyviz,337717
44229,2018-02-18,22,pyviz,28074
44230,2019-07-05,3,pyviz,215784
44231,2019-08-20,4,pyviz,354874
44232,2019-06-14,18,bioconda,6550522843
44233,2019-05-03,19,bioconda,13744266219
44234,2019-05-15,12,pyviz,379153
44235,2019-07-08,2,anaconda,1184918615909
44236,2019-05-29,20,pyviz,881994
44237,2019-06-21,20,conda-forge,253048335782
44238,2017-06-29,6,bioconda,632708
44239,2018-07-21,10,conda-forge,67989259
44240,2018-02-11,13,conda-forge,66058269
44241,2018-10-15,17,bioconda,15351609
44242,2018-05-01,5,conda-forge,93570999
44243,2017-06-18,11,bioconda,436636
44244,2018-12-25,2,conda-forge,69503355173
44245,2018-06-16,15,conda-forge,63888027
44246,2019-08-24,12,bioconda,1810240009
44247,2019-06-05,8,anaconda,1698370330712
44248,2018-02-23,6,anaconda,329862138885
44249,2017-04-18,23,bioconda,915015
44250,2018-09-14,4,bioconda,1918448
44251,2018-07-28,23,bioconda,1647197
44252,2017-10-29,18,conda-forge,80563109
44253,2019-08-28,15,pyviz,1430688
44254,2017-09-21,14,anaconda,444898072865
44255,2019-07-26,0,bioconda,4408608656
44256,2019-03-15,14,conda-forge,346441745235
44257,2018-03-26,7,conda-forge,120986085
44258,2017-11-02,5,conda-forge,79549491
44259,2017-01-17,14,anaconda,236375877558
44260,2018-07-20,12,anaconda,630109573225
44261,2017-07-04,14,conda-forge,102940709
44262,2017-07-11,22,bioconda,6192229
44263,2018-04-21,4,anaconda,332491218750
44264,2017-11-24,10,anaconda,393938788417
44265,2016-12-28,23,anaconda,142787061024
44266,2019-05-26,17,conda-forge,103033836494
44267,2018-07-11,14,bioconda,8942561
44268,2018-04-28,21,anaconda,297690839955
44269,2018-10-16,13,conda-forge,351584066
44270,2018-10-31,17,bioconda,9494652
44271,2019-03-19,3,pyviz,13983
44272,2018-11-18,6,bioconda,6164274
44273,2017-12-13,23,bioconda,8680224
44274,2018-09-22,7,anaconda,485170038402
44275,2019-01-11,5,conda-forge,84585005646
44276,2019-03-01,9,bioconda,15544990
44277,2019-03-06,3,anaconda,1707615556913
44278,2018-06-16,3,conda-forge,169410816
44279,2018-10-14,2,bioconda,2611828
44280,2018-04-18,0,conda-forge,111932435
44281,2017-05-20,23,anaconda,122803218896
44282,2019-07-13,23,conda-forge,101674164272
44283,2019-06-18,12,anaconda,1719999539980
44284,2018-06-10,10,bioconda,2685401
44285,2019-03-03,13,anaconda,699215652352
44286,2019-08-21,11,anaconda,989916928856
44287,2018-05-03,8,pyviz,156602
44288,2019-02-19,12,conda-forge,193529741713
44289,2019-02-12,0,bioconda,90025426
44290,2017-06-14,21,bioconda,2942693
44291,2018-07-08,17,pyviz,946488
44292,2018-01-30,13,conda-forge,211297224
44293,2017-06-23,18,conda-forge,107097283
44294,2018-01-28,8,conda-forge,45594069
44295,2018-06-16,16,pyviz,18642
44296,2017-05-06,0,conda-forge,19830435
44297,2018-07-20,13,pyviz,73008
44298,2019-02-19,13,anaconda,1239993553646
44299,2019-05-10,4,pyviz,215323
44300,2018-04-29,0,anaconda,247853277918
44301,2018-10-07,15,conda-forge,209147714
44302,2018-06-12,21,anaconda,684308440038
44303,2017-06-25,20,anaconda,194720997294
44304,2018-06-13,22,anaconda,563621405889
44305,2018-10-13,1,bioconda,9283257
44306,2018-03-02,1,anaconda,449047685133
44307,2017-05-21,2,anaconda,100367545174
44308,2019-01-14,2,pyviz,107859
44309,2019-05-30,23,conda-forge,423964522205
44310,2018-11-19,17,conda-forge,485661406
44311,2019-01-11,1,conda-forge,135001851521
44312,2019-08-30,11,conda-forge,215189465512
44313,2018-03-05,5,pyviz,229716
44314,2019-03-31,23,anaconda,560521390932
44315,2019-05-29,19,pyviz,980131
44316,2019-08-13,15,pyviz,791987
44317,2017-04-03,22,anaconda,239934830904
44318,2017-09-01,9,anaconda,346041521391
44319,2018-10-31,13,anaconda,982642826428
44320,2018-07-22,21,bioconda,1938007
44321,2018-12-11,15,pyviz,657377
44322,2017-11-23,13,bioconda,2764221
44323,2018-12-16,12,conda-forge,186011633797
44324,2017-08-11,12,bioconda,4310995
44325,2018-12-29,12,anaconda,656323791792
44326,2017-04-01,19,bioconda,878218
44327,2017-12-08,17,conda-forge,141734507
44328,2018-04-19,5,anaconda,414880067067
44329,2017-12-22,3,conda-forge,59286177
44330,2017-02-15,16,anaconda,342381382871
44331,2017-11-11,5,bioconda,927616
44332,2018-03-03,6,conda-forge,102833478
44333,2017-08-04,1,bioconda,2267385
44334,2019-04-16,0,anaconda,1281574611220
44335,2018-01-28,10,bioconda,3710359
44336,2018-12-28,10,bioconda,7350390
44337,2019-03-24,3,anaconda,1061225324402
44338,2017-10-22,7,anaconda,197305387920
44339,2018-01-20,5,bioconda,1698452
44340,2018-12-08,6,anaconda,686998247216
44341,2018-09-02,1,anaconda,349940006768
44342,2018-02-22,1,conda-forge,108147120
44343,2017-02-21,0,anaconda,369188611675
44344,2018-10-10,15,conda-forge,202187346
44345,2019-05-12,9,conda-forge,70495976737
44346,2019-05-23,20,pyviz,198717
44347,2017-05-11,17,bioconda,3592052
44348,2017-10-17,18,bioconda,3042180
44349,2019-03-10,19,bioconda,4935849
44350,2019-07-06,12,anaconda,831854046325
44351,2019-07-10,10,pyviz,540791
