,ymd,hour,data_source,sum(total_bytes)
20931,2018-11-27,15,bioconda,18713018
20932,2019-05-15,4,pyviz,41923
20933,2018-01-27,4,conda-forge,61912160
20934,2018-11-23,20,bioconda,6141455
20935,2017-09-28,3,conda-forge,50577761
20936,2017-05-07,0,anaconda,77388197704
20937,2019-01-20,1,anaconda,467297733471
20938,2018-01-12,15,anaconda,415040531307
20939,2019-08-18,11,pyviz,271765
20940,2018-11-25,17,conda-forge,233091177
20941,2017-05-17,15,bioconda,8357635
20942,2017-11-09,0,conda-forge,111201267
20943,2017-08-30,3,bioconda,1519502
20944,2018-08-06,12,conda-forge,212923199
20945,2017-08-11,9,conda-forge,78386332
20946,2019-08-26,10,conda-forge,252596762102
20947,2019-08-31,2,anaconda,713798275203
20948,2019-08-28,7,conda-forge,274535592504
20949,2016-12-01,9,anaconda,236285329424
20950,2017-12-17,13,bioconda,3384182
20951,2018-11-04,13,pyviz,82222
20952,2019-05-18,10,conda-forge,96950517168
20953,2018-08-15,16,bioconda,7269715
20954,2019-07-30,14,bioconda,23337652222
20955,2017-07-14,15,conda-forge,110899065
20956,2018-05-06,0,anaconda,232818028735
20957,2019-01-01,21,bioconda,2347438
20958,2018-01-26,8,conda-forge,121731139
20959,2018-12-27,4,pyviz,517487
20960,2017-12-29,21,anaconda,559154637909
20961,2017-06-26,18,bioconda,3904192
20962,2018-07-06,8,pyviz,14078
20963,2018-06-12,23,conda-forge,127721614
20964,2018-07-30,21,bioconda,7690376
20965,2018-03-11,18,anaconda,275513697859
20966,2018-05-19,17,anaconda,319956785921
20967,2018-02-24,17,bioconda,1369735
20968,2017-01-27,11,anaconda,173144601412
20969,2018-04-27,14,pyviz,23051
20970,2017-05-11,10,bioconda,4056743
20971,2019-05-09,18,anaconda,1568514536049
20972,2018-07-25,19,anaconda,780927107696
20973,2018-05-02,2,anaconda,471062963466
20974,2018-02-12,21,conda-forge,233445608
20975,2018-06-13,12,pyviz,63336
20976,2017-08-29,7,bioconda,5713887
20977,2019-08-14,5,anaconda,928330601837
20978,2018-12-20,21,conda-forge,282111004966
20979,2018-10-15,17,anaconda,875611721427
20980,2019-07-04,2,anaconda,1487243912190
20981,2018-02-09,2,anaconda,430514529273
20982,2019-02-09,8,bioconda,2073462
20983,2019-06-06,23,conda-forge,203016250166
20984,2017-07-27,16,conda-forge,133064592
20985,2019-03-03,18,anaconda,647588778689
20986,2018-01-04,4,anaconda,358371199821
20987,2018-12-23,6,bioconda,1607480
20988,2018-04-14,20,bioconda,1359349
20989,2016-11-29,23,anaconda,151813807424
20990,2018-04-12,17,conda-forge,196303366
20991,2018-04-28,14,bioconda,1563048
20992,2017-12-14,1,anaconda,410461369876
20993,2017-12-01,16,anaconda,519694081351
20994,2019-04-06,17,bioconda,7627464
20995,2017-06-25,19,anaconda,201880275866
20996,2018-01-02,17,bioconda,2891020
20997,2019-01-15,21,bioconda,10512479
20998,2017-07-24,22,bioconda,1927520
20999,2018-10-15,14,conda-forge,374737115
21000,2019-06-24,16,bioconda,7661068019
21001,2017-11-10,1,anaconda,297948460421
21002,2018-12-24,4,conda-forge,70732992382
21003,2018-06-26,21,anaconda,694306331741
21004,2019-03-01,22,conda-forge,189941231675
21005,2017-11-14,6,bioconda,956054
21006,2017-03-31,1,conda-forge,53211086
21007,2017-11-10,3,conda-forge,105673625
21008,2018-04-22,9,bioconda,687385
21009,2018-01-24,20,anaconda,479205239392
21010,2019-06-15,3,conda-forge,105849240727
21011,2018-09-02,6,conda-forge,82599428
21012,2019-06-16,2,pyviz,377072
21013,2018-04-11,4,bioconda,3708656
21014,2019-08-05,13,pyviz,1397346
21015,2018-12-18,4,bioconda,8810958
21016,2019-02-24,6,bioconda,2160064
21017,2019-01-10,5,bioconda,4377847
21018,2019-04-30,21,anaconda,1447024771896
21019,2018-02-09,17,conda-forge,241698203
21020,2019-08-08,19,anaconda,881961125105
21021,2018-05-28,7,conda-forge,129716970
21022,2017-06-19,17,anaconda,288273526417
21023,2017-08-15,8,anaconda,382312772864
21024,2017-08-13,20,anaconda,176423077834
21025,2019-04-03,23,anaconda,1302475204423
21026,2019-01-14,20,bioconda,7143972
21027,2017-04-12,19,conda-forge,79606996
21028,2017-11-11,7,anaconda,253697368290
21029,2018-09-07,12,bioconda,4427280
21030,2017-06-16,23,conda-forge,51312337
21031,2017-01-31,21,anaconda,260540866556
21032,2018-06-08,23,anaconda,513583360521
21033,2018-01-25,17,conda-forge,227729580
21034,2018-07-19,19,conda-forge,244708405
21035,2017-10-19,21,bioconda,10540303
21036,2019-03-25,21,pyviz,68151
21037,2017-03-01,2,anaconda,269296987379
21038,2018-07-13,22,pyviz,63988
21039,2017-08-29,18,bioconda,4281112
21040,2019-08-04,11,conda-forge,153309471882
21041,2018-06-14,5,conda-forge,113934300
21042,2017-06-27,14,anaconda,420509488882
21043,2018-08-04,8,conda-forge,90728233
21044,2017-12-05,17,bioconda,5375739
21045,2019-04-22,4,bioconda,5695415
21046,2018-05-30,3,anaconda,578161232220
21047,2019-04-28,1,pyviz,69578
21048,2018-01-17,10,conda-forge,110191445
21049,2017-08-22,11,bioconda,9511142
21050,2018-03-05,12,bioconda,6053516
21051,2018-04-22,18,bioconda,1186795
21052,2019-01-27,3,anaconda,772569957944
21053,2017-02-27,20,anaconda,252381573060
21054,2018-11-20,3,bioconda,6764108
21055,2018-01-27,12,conda-forge,42217172
21056,2019-05-16,14,conda-forge,321365594339
21057,2019-01-09,10,anaconda,1012136170128
21058,2019-05-04,17,pyviz,84248
21059,2017-07-22,20,anaconda,132952879473
21060,2017-10-08,11,bioconda,382156
21061,2018-10-07,6,anaconda,160160651760
21062,2018-11-01,18,bioconda,12902441
21063,2019-08-23,8,anaconda,989586389689
21064,2018-12-29,7,bioconda,5568123
21065,2017-12-26,6,anaconda,303543872068
21066,2018-05-02,23,pyviz,415857
21067,2018-02-13,7,conda-forge,75476137
21068,2018-10-27,9,conda-forge,184115876
21069,2019-07-13,0,anaconda,1017820200199
21070,2018-01-30,23,bioconda,8293088
21071,2019-02-25,12,anaconda,2016907321391
21072,2017-06-10,4,bioconda,420084
21073,2017-06-11,0,anaconda,87051074254
21074,2019-04-29,3,bioconda,7412471
21075,2018-11-13,1,conda-forge,194509782
21076,2018-04-28,18,conda-forge,78642122
21077,2018-02-01,10,anaconda,507828611115
21078,2017-03-01,1,anaconda,271494651910
21079,2019-05-24,21,bioconda,14959640960
21080,2017-07-05,2,anaconda,143544818195
21081,2018-07-29,10,conda-forge,74375635
21082,2018-05-13,11,conda-forge,57053487
21083,2017-08-18,17,bioconda,3462669
21084,2018-10-03,10,anaconda,840703774492
21085,2019-08-23,13,bioconda,8939925679
21086,2016-11-09,6,anaconda,61928849870
21087,2018-01-22,10,anaconda,442018728501
21088,2019-02-23,2,conda-forge,124572488038
21089,2018-02-15,0,anaconda,352206705700
21090,2017-10-23,15,bioconda,3244409
21091,2019-05-26,21,conda-forge,118654929246
21092,2019-03-22,11,pyviz,309167
21093,2018-09-19,1,bioconda,14235917
21094,2019-08-09,1,conda-forge,153554834846
21095,2019-05-12,19,bioconda,3820861358
21096,2017-01-08,6,anaconda,53937672513
21097,2019-06-18,21,bioconda,6751402256
21098,2018-07-01,15,anaconda,239659402243
21099,2017-12-24,19,conda-forge,40757560
21100,2017-04-17,18,conda-forge,85492372
21101,2019-02-15,8,anaconda,1192063985581
21102,2018-10-08,12,anaconda,250585567793
21103,2018-04-28,10,pyviz,416657
21104,2019-07-31,18,anaconda,1296631621208
21105,2019-05-18,8,bioconda,6514827811
21106,2019-06-18,16,bioconda,7582285519
21107,2018-03-25,15,bioconda,842958
21108,2018-07-29,7,pyviz,13893
21109,2018-06-15,3,anaconda,433131393212
21110,2018-06-16,20,pyviz,32513
21111,2018-04-24,12,bioconda,3889033
21112,2018-12-03,22,bioconda,13070315
21113,2018-01-23,23,bioconda,3274522
21114,2019-05-02,0,conda-forge,419573720116
21115,2017-11-26,11,anaconda,186586553096
21116,2018-04-28,6,pyviz,13979
21117,2017-08-27,11,bioconda,228532
21118,2019-01-17,17,anaconda,1112335891258
21119,2018-05-03,11,conda-forge,181940559
21120,2017-03-04,7,anaconda,95447333268
21121,2019-03-27,18,anaconda,1584598826201
21122,2018-04-28,20,pyviz,79575
21123,2018-07-25,12,anaconda,719158209195
21124,2018-11-05,4,anaconda,631501475514
21125,2019-03-30,4,pyviz,11828
21126,2018-11-26,7,pyviz,192588
21127,2019-01-25,11,anaconda,944796768532
21128,2019-01-04,11,bioconda,9532785
21129,2017-05-19,9,bioconda,4367458
21130,2018-07-31,0,anaconda,500242957876
21131,2017-05-22,5,conda-forge,19440005
21132,2018-07-20,22,conda-forge,166611397
21133,2018-11-25,23,bioconda,1478254
21134,2018-10-11,12,pyviz,886389
21135,2017-12-01,17,conda-forge,182238647
21136,2017-08-26,9,bioconda,1809182
21137,2017-08-03,13,conda-forge,150909266
21138,2017-07-28,16,bioconda,3610120
21139,2018-10-12,16,conda-forge,332851007
21140,2017-08-15,11,conda-forge,87092404
21141,2019-03-13,22,anaconda,1210905890007
21142,2017-12-01,4,anaconda,226820278566
21143,2018-10-17,15,pyviz,206315
21144,2019-04-17,3,conda-forge,204459107697
21145,2019-06-11,19,anaconda,1906320821762
21146,2017-04-17,16,anaconda,218052391497
21147,2019-03-10,12,anaconda,778328576417
21148,2019-02-02,6,anaconda,839497118427
21149,2018-02-05,5,anaconda,262545592425
21150,2017-12-03,10,anaconda,206993027140
21151,2018-09-05,17,anaconda,860801838139
21152,2018-10-18,17,pyviz,255966
21153,2018-02-20,13,anaconda,987460149031
21154,2016-11-26,1,anaconda,75293236155
21155,2019-01-24,10,conda-forge,240268775167
21156,2019-03-27,8,bioconda,19266088
21157,2017-06-22,8,anaconda,257409744386
21158,2018-04-18,18,bioconda,5879565
21159,2019-04-27,18,anaconda,946455933941
21160,2018-11-06,2,anaconda,945964664997
21161,2017-06-29,3,conda-forge,36347387
21162,2019-08-12,21,bioconda,6745037478
21163,2019-08-02,9,anaconda,1027168361233
21164,2017-01-27,1,anaconda,132293580896
21165,2019-02-09,13,pyviz,637545
21166,2017-06-20,23,anaconda,241475621889
21167,2018-02-10,2,anaconda,308716232435
21168,2018-07-19,7,conda-forge,180443324
21169,2016-11-08,11,anaconda,122480348051
21170,2019-05-06,21,bioconda,18821411862
21171,2017-05-01,17,conda-forge,72262749
21172,2018-03-05,2,bioconda,4320885
21173,2018-04-28,1,bioconda,3273203
21174,2017-06-18,18,conda-forge,33303042
21175,2017-08-02,13,anaconda,396707872959
21176,2016-12-15,17,anaconda,169551198192
21177,2019-05-31,23,anaconda,1179428922911
21178,2017-08-16,4,bioconda,4988943
21179,2018-07-10,2,bioconda,3415798
21180,2017-11-03,9,bioconda,6734718
21181,2018-07-18,10,anaconda,718806952310
21182,2017-05-17,18,conda-forge,107131397
21183,2019-06-01,19,anaconda,745055070891
21184,2019-02-06,14,pyviz,228832
21185,2018-05-04,0,anaconda,376472781925
21186,2017-04-16,19,bioconda,73447
21187,2018-12-19,17,bioconda,13787630
21188,2018-08-16,5,bioconda,3519963
21189,2018-01-14,2,conda-forge,35843396
21190,2019-01-13,3,bioconda,3821545
21191,2018-06-20,21,conda-forge,222618687
21192,2018-06-20,23,anaconda,545319510483
21193,2018-03-05,4,conda-forge,128609460
21194,2019-07-30,11,conda-forge,263256251654
21195,2018-08-02,2,anaconda,809030093514
21196,2018-05-28,19,conda-forge,134070111
21197,2019-06-11,17,bioconda,10673881031
21198,2016-12-30,4,anaconda,56235712734
21199,2019-04-02,12,bioconda,23784271
21200,2019-05-11,20,bioconda,9920298584
21201,2019-06-06,22,conda-forge,313966006496
21202,2017-11-04,8,bioconda,5414953
21203,2019-01-25,0,pyviz,282326
21204,2017-11-06,11,anaconda,426726640618
21205,2017-06-05,9,conda-forge,40365183
21206,2017-06-13,10,bioconda,3540641
21207,2018-01-23,14,anaconda,682679867405
21208,2018-11-27,18,pyviz,1021799
21209,2019-02-14,0,anaconda,1262077972896
21210,2018-12-27,2,bioconda,8871535
21211,2017-08-05,21,conda-forge,37330863
21212,2018-11-25,17,bioconda,3611674
21213,2018-05-23,15,pyviz,68748
21214,2017-04-02,15,anaconda,134382408944
21215,2019-07-01,14,bioconda,12929784992
21216,2017-08-01,16,conda-forge,143742219
21217,2017-12-22,21,bioconda,3346646
21218,2019-02-05,2,anaconda,881931046786
21219,2019-03-31,20,pyviz,158455
21220,2018-10-04,17,pyviz,375332
21221,2019-08-04,14,conda-forge,151408709914
21222,2018-10-30,13,conda-forge,381578404
21223,2018-05-18,19,bioconda,12896250
21224,2018-12-12,22,pyviz,622546
21225,2019-02-27,15,conda-forge,458603785002
21226,2018-02-03,14,bioconda,541538
21227,2019-04-24,19,bioconda,18366441
21228,2017-08-21,17,bioconda,2671166
21229,2018-06-23,6,anaconda,273126679078
21230,2018-12-02,23,bioconda,718554
21231,2019-03-12,9,anaconda,1315248143171
21232,2018-11-12,5,conda-forge,174781864
21233,2019-01-04,2,bioconda,7367246
21234,2017-09-22,12,conda-forge,92375140
21235,2017-09-19,8,conda-forge,68469750
21236,2019-06-30,3,pyviz,146781
21237,2017-12-14,13,bioconda,5697374
21238,2019-03-01,13,conda-forge,222289663271
21239,2017-12-26,1,conda-forge,41179981
21240,2017-08-01,18,conda-forge,114288772
21241,2016-11-02,11,anaconda,125300981463
21242,2019-07-22,15,bioconda,8100626245
21243,2019-02-10,8,anaconda,1125063609989
21244,2016-11-25,3,anaconda,51094442481
21245,2017-06-29,0,conda-forge,47484790
21246,2017-07-26,21,anaconda,339426934329
21247,2018-11-13,4,conda-forge,262387346
21248,2017-02-06,18,anaconda,270888075001
21249,2017-08-28,23,bioconda,2682332
21250,2018-01-08,13,anaconda,692249828235
21251,2017-09-06,12,bioconda,3963849
21252,2019-08-26,12,bioconda,7510313694
21253,2019-06-29,17,pyviz,104778
21254,2019-04-15,2,pyviz,372124
21255,2019-04-09,2,anaconda,1592059811385
21256,2017-07-19,11,bioconda,2547242
21257,2017-05-12,15,bioconda,5674763
21258,2018-08-12,16,conda-forge,119401979
21259,2017-05-14,3,anaconda,133265543139
21260,2017-12-08,23,anaconda,386980843847
21261,2018-07-28,6,anaconda,352338401363
21262,2017-12-31,0,bioconda,379576
21263,2017-08-31,9,anaconda,244615979039
21264,2018-07-27,13,pyviz,130878
21265,2017-09-04,2,conda-forge,47490068
21266,2018-09-26,12,anaconda,794832343463
21267,2018-11-15,18,bioconda,9240512
21268,2017-07-28,15,conda-forge,123057517
21269,2017-08-30,15,bioconda,13443968
21270,2017-09-18,8,conda-forge,78543873
21271,2017-02-11,17,anaconda,152152982970
21272,2018-12-06,19,conda-forge,376537275515
21273,2017-06-16,21,anaconda,251821416016
21274,2019-08-05,12,pyviz,1765109
21275,2017-02-18,9,anaconda,99414919684
21276,2018-07-02,18,pyviz,22703
21277,2018-02-04,16,bioconda,1995916
21278,2018-03-11,22,anaconda,322695240599
21279,2019-06-26,22,bioconda,3961370426
21280,2017-08-30,22,anaconda,361694179085
21281,2018-06-15,15,pyviz,74576
21282,2017-04-21,5,bioconda,424436
21283,2018-06-01,10,conda-forge,193035849
21284,2019-06-19,14,bioconda,15328588891
21285,2017-11-12,7,conda-forge,27737912
21286,2018-03-24,3,bioconda,822713
21287,2016-12-31,5,anaconda,59852367371
21288,2017-07-31,14,anaconda,349654484543
21289,2019-01-19,19,anaconda,805744555134
21290,2017-08-25,20,anaconda,292884783623
21291,2017-07-12,23,anaconda,216020706791
21292,2018-02-02,23,anaconda,360977491343
21293,2019-04-16,0,bioconda,70087467
21294,2018-11-03,21,bioconda,3890875
21295,2018-10-07,1,anaconda,352352675275
21296,2018-05-16,0,anaconda,531994055608
21297,2018-07-07,23,anaconda,248511062813
21298,2019-02-07,22,conda-forge,198544716438
21299,2017-05-05,6,conda-forge,40889755
21300,2017-09-26,10,bioconda,2815514
21301,2019-05-23,1,anaconda,1768540745302
21302,2018-05-03,15,conda-forge,275921104
21303,2017-09-16,0,conda-forge,59563496
21304,2017-09-07,15,anaconda,477647546877
21305,2019-04-01,17,pyviz,509758
21306,2018-10-23,15,conda-forge,444295768
21307,2019-08-17,19,anaconda,502931312764
21308,2018-08-01,11,bioconda,6641843
21309,2017-06-10,8,bioconda,568160
21310,2019-03-28,7,conda-forge,169636224599
21311,2018-07-21,17,conda-forge,78345438
21312,2018-10-07,21,bioconda,2531223
21313,2017-05-30,2,anaconda,138847380257
21314,2018-02-05,14,anaconda,566714358309
21315,2018-06-21,13,anaconda,752973053846
21316,2019-07-17,7,conda-forge,216001153274
21317,2019-05-13,12,pyviz,1574855
21318,2017-06-20,1,bioconda,1141550
21319,2019-04-13,22,pyviz,18017
21320,2018-12-09,12,anaconda,662215255642
21321,2018-07-23,10,anaconda,601289745299
21322,2017-12-01,9,conda-forge,122638547
21323,2018-11-09,23,anaconda,961035489935
21324,2018-01-28,14,conda-forge,78608210
21325,2018-12-14,6,conda-forge,167022433663
21326,2019-05-30,6,pyviz,208296
21327,2018-03-20,6,anaconda,384759795764
21328,2019-04-14,17,anaconda,628983489717
21329,2018-01-12,6,anaconda,343009797755
21330,2018-09-06,11,bioconda,7836883
21331,2018-12-20,9,anaconda,1228095985804
21332,2018-08-04,15,conda-forge,99494303
21333,2019-03-10,16,conda-forge,240181970099
21334,2018-11-06,3,conda-forge,311661995
21335,2018-10-01,13,anaconda,944905145277
21336,2018-09-20,9,anaconda,774023511491
21337,2019-04-24,15,anaconda,1468325000894
21338,2018-12-17,14,conda-forge,255988565022
21339,2019-03-18,9,anaconda,1301070980726
21340,2018-08-28,10,conda-forge,236375307
21341,2019-06-12,9,anaconda,1680380287615
21342,2017-08-06,7,anaconda,128280302828
21343,2018-10-20,15,conda-forge,242734566
21344,2018-11-14,2,pyviz,28230
21345,2017-08-07,22,bioconda,1471006
21346,2018-02-27,10,bioconda,5067709
21347,2018-11-24,14,bioconda,4075879
21348,2019-05-26,20,anaconda,610729536523
21349,2018-09-30,13,anaconda,513959282287
21350,2017-11-14,15,anaconda,601276821894
21351,2018-08-02,4,pyviz,64158
21352,2017-11-11,13,anaconda,237703711976
21353,2018-01-10,12,anaconda,435820045000
21354,2017-09-05,22,anaconda,262917441267
21355,2017-12-28,6,conda-forge,47015104
21356,2018-06-20,1,conda-forge,133989442
21357,2019-03-01,21,conda-forge,230678278872
21358,2018-04-25,2,conda-forge,123917495
21359,2018-01-30,9,anaconda,488159160204
21360,2018-02-05,10,anaconda,496276656639
21361,2017-05-07,18,bioconda,989241
21362,2018-07-06,22,anaconda,504894450932
21363,2019-03-05,0,pyviz,531956
21364,2019-02-20,18,pyviz,50451
21365,2019-02-07,8,pyviz,107495
21366,2018-03-24,3,conda-forge,93329797
21367,2018-06-15,5,conda-forge,101647708
21368,2019-04-17,18,conda-forge,218400488916
21369,2019-05-10,21,anaconda,1207066363884
21370,2017-05-16,13,conda-forge,65173623
21371,2018-07-21,6,bioconda,4775819
21372,2019-07-23,8,bioconda,8076831602
21373,2017-02-17,17,anaconda,340347662989
21374,2017-07-29,0,conda-forge,42977790
21375,2018-04-25,21,anaconda,655726947202
21376,2019-05-14,8,conda-forge,284004313972
21377,2017-11-20,17,anaconda,410369382822
21378,2018-03-05,23,anaconda,368924851355
21379,2018-02-24,4,anaconda,413981615391
21380,2018-12-05,3,anaconda,991252733984
21381,2018-08-31,13,pyviz,1159784
21382,2019-05-31,14,pyviz,801525
21383,2018-07-18,12,anaconda,723351491373
21384,2017-08-21,10,bioconda,8728313
21385,2018-04-20,9,anaconda,576908898107
21386,2019-01-12,14,anaconda,734669726616
21387,2019-03-04,17,anaconda,1632422040084
21388,2017-09-20,0,conda-forge,61391960
21389,2018-05-15,14,anaconda,725359117368
21390,2018-03-15,8,bioconda,5474051
21391,2017-05-23,4,bioconda,1904567
21392,2017-02-10,6,anaconda,167166082063
21393,2018-04-25,9,pyviz,4689
21394,2018-03-04,23,conda-forge,77011797
21395,2018-09-26,7,conda-forge,339045776
21396,2017-10-27,11,conda-forge,81531480
21397,2019-02-05,1,bioconda,41442536
21398,2017-04-04,17,anaconda,281321250896
21399,2017-10-30,8,bioconda,1905263
21400,2018-10-13,5,anaconda,589785824502
21401,2018-10-31,17,conda-forge,339981525
21402,2018-03-28,12,bioconda,11964807
21403,2019-06-05,16,anaconda,1616635978704
21404,2018-01-26,14,anaconda,432445786135
21405,2018-03-18,1,conda-forge,49194272
21406,2019-07-23,7,pyviz,29538
21407,2017-09-22,6,conda-forge,81169982
21408,2018-07-23,13,pyviz,18335
21409,2017-05-22,8,conda-forge,51479776
21410,2018-12-01,8,bioconda,2489172
21411,2018-09-14,10,anaconda,615525922570
21412,2019-04-14,14,pyviz,11738
21413,2017-03-04,13,anaconda,121863829681
21414,2017-12-26,17,anaconda,184365295392
21415,2018-03-23,4,conda-forge,63320819
21416,2019-07-26,5,conda-forge,203470843635
21417,2019-02-17,0,bioconda,84201122
21418,2018-12-22,17,anaconda,631043904725
21419,2019-04-18,5,bioconda,8295897
21420,2019-05-19,23,anaconda,648081329036
21421,2019-02-07,9,anaconda,1324555557818
21422,2018-04-15,10,pyviz,73630
21423,2018-05-26,21,conda-forge,70597449
21424,2018-08-02,6,pyviz,77945
21425,2018-09-02,17,bioconda,3948733
21426,2017-11-17,11,anaconda,253576710470
21427,2019-08-11,13,anaconda,450038346561
21428,2019-03-10,8,conda-forge,95434510135
21429,2017-09-22,3,anaconda,234421592763
21430,2018-01-14,4,conda-forge,41802914
21431,2019-04-01,17,conda-forge,250356444309
21432,2018-07-15,5,anaconda,397452022305
21433,2017-10-27,7,anaconda,431988870363
21434,2018-05-17,5,anaconda,393002403703
21435,2016-12-01,1,anaconda,113075256987
21436,2019-01-13,8,anaconda,691668080775
21437,2018-10-08,16,pyviz,138601
21438,2019-03-16,23,anaconda,687937573629
21439,2018-06-06,20,anaconda,690760141609
21440,2017-04-04,9,anaconda,227785507974
21441,2019-05-15,18,anaconda,1587026795161
21442,2019-04-24,18,anaconda,1604096953334
21443,2019-04-07,3,bioconda,2591670
21444,2017-10-06,6,bioconda,711979
21445,2018-05-11,6,bioconda,3466749
21446,2017-09-01,10,bioconda,2464208
21447,2017-09-21,5,conda-forge,55654188
21448,2019-03-24,23,anaconda,932722943981
21449,2018-12-07,14,bioconda,12657727
21450,2017-01-25,21,anaconda,224795452461
21451,2018-04-24,9,pyviz,45704
21452,2018-04-14,0,pyviz,9174
21453,2019-05-06,2,anaconda,1143837132990
21454,2018-08-14,4,bioconda,2985360
21455,2017-10-31,19,anaconda,422604835577
21456,2018-12-22,12,pyviz,422508
21457,2017-10-22,3,anaconda,144778369114
21458,2017-08-17,11,bioconda,1353071
21459,2017-01-30,13,anaconda,203520772375
21460,2019-05-24,3,bioconda,8471181876
21461,2017-06-19,2,bioconda,453438
21462,2019-03-03,5,conda-forge,85051119130
21463,2018-10-07,3,pyviz,36664
21464,2017-01-10,0,anaconda,156459011752
21465,2018-06-01,22,anaconda,471660410018
21466,2017-09-22,0,conda-forge,110793254
21467,2017-11-03,2,bioconda,5725349
21468,2019-06-22,11,conda-forge,127244630270
21469,2018-02-08,10,bioconda,2606537
21470,2018-07-31,4,conda-forge,187189618
21471,2017-04-11,13,anaconda,413055747669
21472,2019-06-23,23,anaconda,454737703434
21473,2017-10-21,4,anaconda,153497844854
21474,2017-09-17,20,anaconda,200187430424
21475,2018-09-12,17,pyviz,263087
21476,2019-08-02,15,anaconda,878809084963
21477,2018-09-14,14,conda-forge,406924504
21478,2017-08-23,22,conda-forge,132058593
21479,2018-10-24,0,anaconda,689797292032
21480,2017-04-03,14,anaconda,338067554360
21481,2018-12-21,4,conda-forge,148329085372
21482,2018-05-03,19,bioconda,6002614
21483,2019-05-26,12,pyviz,301199
21484,2017-05-05,19,conda-forge,114688854
21485,2018-01-12,17,anaconda,399617100973
21486,2018-06-15,6,bioconda,3886777
21487,2017-07-25,2,conda-forge,62922545
21488,2017-06-30,21,conda-forge,72355123
21489,2016-11-21,12,anaconda,123653683147
21490,2018-07-24,18,anaconda,1101836902627
21491,2019-03-03,0,conda-forge,117981763285
21492,2017-05-03,9,anaconda,248648338941
21493,2017-11-17,5,conda-forge,100054920
21494,2017-04-04,18,conda-forge,71299368
21495,2018-12-27,18,anaconda,732941420406
21496,2019-05-08,20,anaconda,1488038910264
21497,2019-07-30,1,anaconda,1305239523791
21498,2018-03-19,16,bioconda,5795124
21499,2017-09-27,13,conda-forge,82272197
21500,2016-12-23,5,anaconda,110320315695
21501,2019-01-10,23,anaconda,1210041315022
21502,2019-05-05,6,conda-forge,462739822910
21503,2018-02-27,20,conda-forge,235503152
21504,2019-04-20,17,pyviz,23626
21505,2019-02-11,20,pyviz,284270
21506,2018-07-10,3,anaconda,496283687335
21507,2017-09-11,17,conda-forge,115047379
21508,2018-05-27,3,conda-forge,84961058
21509,2018-08-17,5,conda-forge,199911805
21510,2018-04-26,4,anaconda,381778523130
21511,2017-04-05,13,bioconda,3863889
21512,2018-02-16,15,pyviz,9374
21513,2019-04-24,20,bioconda,18753278
21514,2017-12-18,6,conda-forge,99070407
21515,2019-03-23,10,pyviz,68613
21516,2019-04-03,11,anaconda,1372212706443
21517,2017-07-05,9,anaconda,269901119584
21518,2018-04-28,2,anaconda,325829751726
21519,2018-01-04,12,anaconda,467886472826
21520,2017-05-06,14,bioconda,598880
21521,2017-11-26,13,conda-forge,48533766
21522,2019-03-19,18,conda-forge,283061255532
21523,2018-09-12,4,bioconda,5215846
21524,2019-02-02,10,conda-forge,115839264043
21525,2019-03-13,19,pyviz,73534
21526,2017-10-19,8,conda-forge,91600162
21527,2019-03-09,12,anaconda,991791180011
21528,2019-01-23,1,pyviz,132699
21529,2019-04-01,13,pyviz,346312
21530,2017-10-21,20,conda-forge,87006463
21531,2019-02-01,16,conda-forge,331793223587
21532,2018-01-09,2,bioconda,4804996
21533,2018-08-18,4,conda-forge,159061108
21534,2019-03-20,23,anaconda,1105934653345
21535,2019-04-28,22,pyviz,28971
21536,2018-11-12,4,pyviz,9326
21537,2018-12-08,5,pyviz,22995
21538,2018-04-13,9,bioconda,8183872
21539,2018-11-09,7,pyviz,210226
21540,2017-12-15,19,anaconda,436552513830
21541,2017-09-05,20,anaconda,356112091593
21542,2019-07-22,16,bioconda,8218842705
21543,2017-05-07,14,conda-forge,33427201
21544,2017-04-13,15,bioconda,2749310
21545,2017-10-12,18,bioconda,12161492
21546,2017-04-29,6,bioconda,258208
21547,2017-04-07,14,anaconda,329557669025
21548,2019-07-29,13,conda-forge,347787163108
21549,2019-01-19,14,anaconda,634545990106
21550,2019-02-10,4,conda-forge,61367722250
21551,2017-12-07,14,bioconda,4779477
21552,2018-09-11,8,bioconda,8802016
21553,2019-01-08,13,bioconda,18396621
21554,2018-02-25,17,conda-forge,108701868
21555,2018-11-09,18,pyviz,230545
21556,2018-12-06,18,anaconda,1200800704165
21557,2019-07-05,13,bioconda,62395867010
21558,2017-04-05,16,conda-forge,92213912
21559,2018-08-27,17,bioconda,4048152
21560,2019-02-07,6,conda-forge,106830131801
21561,2018-08-08,3,bioconda,4934216
21562,2018-10-10,3,pyviz,93511
21563,2017-07-20,14,anaconda,371053015067
21564,2017-12-10,12,bioconda,3047879
21565,2016-11-26,12,anaconda,41165283885
21566,2017-09-29,14,conda-forge,120764908
21567,2019-02-23,13,pyviz,721883
21568,2018-05-08,14,anaconda,773128146002
21569,2017-08-01,0,bioconda,1456729
21570,2017-02-18,17,anaconda,164752215270
21571,2019-06-08,21,bioconda,4113153204
21572,2017-08-24,11,bioconda,4089605
21573,2017-11-23,10,conda-forge,68701123
21574,2018-12-12,17,conda-forge,226978076103
21575,2017-06-27,18,anaconda,323232960744
